Period,Temperature,Effective Temperature,Wind Speed,Wind Direction,Precipitation Amount,Precipitation Type,Solar Radiation,Humidity,Cloud Cover,Demand
25,10.79999542,9.369827271,6,250,0,0,540,78,7,130.789
26,10.69999695,9.369827271,6,250,0,0,445,82,7,133.3238
27,10.59999847,9.369827271,6,250,0,2,350,86,7,132.2918
28,10.6499939,9.369827271,5.5,255,0,2,435,86,7,127.8858
29,10.69999695,9.369827271,5,260,0,2,520,86,6,126.8858
30,10.6499939,9.369827271,5,260,0,2,415,85.5,6,130.3036
31,10.59999847,9.369827271,5,260,0,0,310,85,6,135.0714
32,10.1499939,9.369827271,4.5,260,0,0,210,86,6,148.3039
33,9.699996948,9.369827271,4,260,0,0,110,87,5,170.4314
34,9.299995422,9.369827271,4.5,285,0,0,60,87,6,201.3365
35,8.899993896,9.369827271,5,310,0,0,10,87,7,229.442
36,8.5,9.369827271,4,300,0,0,5,84,7,241.5391
37,8.099998474,9.369827271,3,290,0,0,0,81,7,246.8285
38,7.25,9.369827271,2.5,285,0,0,0,80,5,245.5672
39,6.399997711,9.369827271,2,280,0,0,0,79,2,236.2666
40,5.699996948,9.369827271,1.5,255,0,0,0,82.5,4,225.0939
41,5,9.369827271,1,230,0,0,0,86,6,207.8422
42,4.5,9.369827271,1.5,190,0,0,0,87,4,198.0911
43,4,9.369827271,2,150,0,0,0,88,2,189.2817
44,3.849998474,9.369827271,2,155,0,0,0,91,4,176.0516
45,3.699998856,9.369827271,2,160,0,0,0,94,6,162.2118
46,3.5,9.369827271,2.5,160,0,0,0,93,4,138.1909
47,3.299999237,9.369827271,3,160,0,0,0,92,2,116.325
48,3.399999619,9.369827271,2.5,175,0,0,0,95,4,99.308
1,3.5,9.414634705,2,190,0,0,0,98,6,102.3918
2,3.5,9.414634705,2,190,0,0,0,98,6,82.4502
3,5.899997711,9.414634705,3,200,0,0,0,96,7,74.3201
4,6.299999237,9.414634705,3,200,0,0,0,95.5,7,68.4131
5,6.699996948,9.414634705,3,200,0,0,0,95,7,65.6874
6,6.849998474,9.414634705,3,200,0,0,0,97,7,63.3306
7,7,9.414634705,3,200,0,0,0,99,7,60.9082
8,7.25,9.414634705,3.5,205,0,0,0,99.5,8,58.9838
9,7.5,9.414634705,4,210,0,0,0,100,8,57.9499
10,7.149997711,9.414634705,3,210,0,0,0,100,6,57.7718
11,6.799999237,9.414634705,2,210,0,0,0,100,4,61.0421
12,7.199996948,9.414634705,2.5,205,0,0,0,100,6,69.5937
13,7.599998474,9.414634705,3,200,0,0,0,100,7,88.1506
14,7.25,9.414634705,2.5,210,0,0,0,99,7,109.0458
15,6.899997711,9.414634705,2,220,0,0,0,98,7,132.5801
16,7.049999237,9.414634705,2.5,230,0,0,0,94,8,157.5691
17,7.199996948,9.414634705,3,240,0,0,0,90,8,150.7524
18,7.049999237,9.414634705,3,240,0,0,25,87.5,6,136.6155
19,6.899997711,9.414634705,3,240,0,0,50,85,4,131.836
20,7.149997711,9.414634705,3,240,0,0,175,84,3,126.6468
21,7.399997711,9.414634705,3,240,0,0,300,83,2,120.1952
22,8.099998474,9.414634705,3.5,245,0,0,365,81.5,5,118.9171
23,8.799995422,9.414634705,4,250,0,0,430,80,7,118.1483
24,9.299995422,9.414634705,4,245,0,0,560,80,7,119.7114
25,9.799995422,9.414634705,4,240,0,0,690,80,6,121.9487
26,9.799995422,9.414634705,3.5,240,0,0,570,82,7,124.2372
27,9.799995422,9.414634705,3,240,0,0,450,84,8,123.6706
28,10.59999847,9.414634705,3,240,0,0,465,82,6,118.818
29,11.3999939,9.414634705,3,240,0,0,480,80,4,118.6645
30,11.19999695,9.414634705,4,245,0,0,445,81,5,123.2234
31,11,9.414634705,5,250,0,0,410,82,6,128.4547
32,10.44999695,9.414634705,4,245,0,0,275,83.5,5,142.2453
33,9.899993896,9.414634705,3,240,0,0,140,85,3,165.4257
34,9.799995422,9.414634705,3,240,0,0,75,84.5,5,197.7079
35,9.699996948,9.414634705,3,240,0,0,10,84,6,227.1618
36,9.5,9.414634705,3,225,0,0,5,86.5,7,238.6978
37,9.299995422,9.414634705,3,210,0,0,0,89,7,243.8955
38,9.099998474,9.414634705,3,225,0,0,0,90.5,7,242.0503
39,8.899993896,9.414634705,3,240,0,0,0,92,6,234.1934
40,8.949996948,9.414634705,3,230,0,0,0,91,7,222.4781
41,9,9.414634705,3,220,0,0,0,90,7,208.8562
42,9.049995422,9.414634705,3.5,220,0,0,0,86.5,7,196.3278
43,9.099998474,9.414634705,4,220,0,0,0,83,7,188.839
44,9.049995422,9.414634705,4,220,0,0,0,83,8,175.2706
45,9,9.414634705,4,220,0,0,0,83,8,160.8139
46,9,9.414634705,4,220,0,0,0,83,8,136.6356
47,9,9.414634705,4,220,0,0,0,83,8,114.6767
48,8.849998474,9.414634705,4.5,225,0,0,0,83,7,98.8506
1,8.699996948,10.04616547,5,230,0,0,0,83,5,102.158
2,8.699996948,10.04616547,5,230,0,0,0,83,5,83.3124
3,9,10.04616547,4,230,0,0,0,83,7,74.5722
4,8.75,10.04616547,4,230,0,0,0,84.5,4,68.9024
5,8.5,10.04616547,4,230,0,0,0,86,1,66.3317
6,8.75,10.04616547,4,230,0,0,0,86,4,63.7805
7,9,10.04616547,4,230,0,0,0,86,7,61.1505
8,9,10.04616547,3.5,230,0,0,0,86.5,8,59.2411
9,9,10.04616547,3,230,0,0,0,87,8,58.7238
10,9.049995422,10.04616547,3,225,0,0,0,88,8,58.9145
11,9.099998474,10.04616547,3,220,0,2,0,89,8,62.124
12,8.849998474,10.04616547,3,225,0,2,0,89.5,6,69.9702
13,8.599998474,10.04616547,3,230,0,2,0,90,3,86.4407
14,8.399993896,10.04616547,3,225,0,2,0,91,5,108.5269
15,8.199996948,10.04616547,3,220,0,0,0,92,6,133.1914
16,8.149993896,10.04616547,3,210,0,0,0,92,4,158.3448
17,8.099998474,10.04616547,3,200,0,0,0,92,2,151.3348
18,7.849998474,10.04616547,3,195,0,0,20,93.5,2,136.4605
19,7.599998474,10.04616547,3,190,0,0,40,95,1,130.7607
20,8.25,10.04616547,3,195,0,0,185,92.5,1,125.9291
21,8.899993896,10.04616547,3,200,0,0,330,90,1,120.3392
22,9.899993896,10.04616547,2.5,195,0,0,510,86,4,116.3828
23,10.8999939,10.04616547,2,190,0,0,690,82,6,115.2964
24,11.59999847,10.04616547,2.5,215,0,0,795,79,5,116.5503
25,12.29999542,10.04616547,3,240,0,0,900,76,4,120.8667
26,11.84999847,10.04616547,3,235,0,0,735,79,5,122.5284
27,11.3999939,10.04616547,3,230,0,0,570,82,6,120.8735
28,11.34999847,10.04616547,3.5,225,0,0,435,83,7,116.6783
29,11.29999542,10.04616547,4,220,0,0,300,84,8,116.5361
30,11.25,10.04616547,3.5,225,0,0,285,84.5,8,121.1393
31,11.19999695,10.04616547,3,230,0,0,270,85,8,126.9228
32,10.8999939,10.04616547,3.5,230,0,0,185,86.5,8,140.2076
33,10.59999847,10.04616547,4,230,0,0,100,88,8,161.5695
34,10.29999542,10.04616547,4,225,0,0,60,90,7,193.2991
35,10,10.04616547,4,220,0,0,20,92,5,223.6812
36,9.849998474,10.04616547,4,220,0,0,10,90.5,6,236.2542
37,9.699996948,10.04616547,4,220,0,0,0,89,7,240.3904
38,9.799995422,10.04616547,4,220,0,0,0,88,7,240.0997
39,9.899993896,10.04616547,4,220,0,0,0,87,7,230.6479
40,9.849998474,10.04616547,4,225,0,0,0,85,8,221.6203
41,9.799995422,10.04616547,4,230,0,0,0,83,8,206.3652
42,9.799995422,10.04616547,4.5,235,0,0,0,81,8,196.5041
43,9.799995422,10.04616547,5,240,0,0,0,79,8,185.5836
44,9.649993896,10.04616547,4.5,240,0,0,0,80.5,8,175.1635
45,9.5,10.04616547,4,240,0,0,0,82,8,158.6724
46,9.399993896,10.04616547,4,240,0,0,0,81,8,135.2542
47,9.299995422,10.04616547,4,240,0,0,0,80,8,113.737
48,9.199996948,10.04616547,3.5,230,0,0,0,80.5,8,98.0844
1,9.099998474,9.632385254,3,220,0,0,0,81,7,101.6891
2,9.099998474,9.632385254,3,220,0,0,0,81,7,82.2038
3,9,9.632385254,5,220,0,0,0,82,7,73.1369
4,8.949996948,9.632385254,4.5,225,0,0,0,83.5,7,66.8958
5,8.899993896,9.632385254,4,230,0,0,0,85,7,64.6406
6,8.899993896,9.632385254,4.5,230,0,0,0,86.5,6,62.1858
7,8.899993896,9.632385254,5,230,0,0,0,88,5,59.7796
8,9.199996948,9.632385254,5,230,0,0,0,87.5,6,58.0587
9,9.5,9.632385254,5,230,0,0,0,87,7,57.1658
10,9.699996948,9.632385254,5,230,0,0,0,86.5,8,56.9089
11,9.899993896,9.632385254,5,230,0,0,0,86,8,60.9379
12,9.849998474,9.632385254,5,225,0,0,0,86.5,8,69.1605
13,9.799995422,9.632385254,5,220,0,0,0,87,7,87.7921
14,10,9.632385254,4.5,230,0,0,0,85.5,7,108.4809
15,10.19999695,9.632385254,4,240,0,0,0,84,7,132.3827
16,10.34999847,9.632385254,6,250,0,0,0,82,5,156.9111
17,10.5,9.632385254,8,260,0,0,0,80,3,151.7795
18,10.69999695,9.632385254,7.5,255,0,0,10,80,5,137.4295
19,10.8999939,9.632385254,7,250,0,0,20,80,7,132.9148
20,11,9.632385254,7.5,255,0,0,70,80.5,7,127.2933
21,11.09999847,9.632385254,8,260,0,2,120,81,7,121.2506
22,10.44999695,9.632385254,6.5,275,0.699999809,2,135,88,7,118.7444
23,9.799995422,9.632385254,5,290,1.399999619,2,150,95,6,118.8457
24,9.799995422,9.632385254,6,300,0.699999809,2,360,84,6,119.0338
25,9.799995422,9.632385254,7,310,0,2,570,73,5,122.3938
26,9.849998474,9.632385254,6,310,0,2,650,71,6,123.7585
27,9.899993896,9.632385254,5,310,0,0,730,69,7,121.6394
28,9.299995422,9.632385254,6,305,0,0,720,69,4,116.9489
29,8.699996948,9.632385254,7,300,0,0,710,69,1,115.8966
30,8.549995422,9.632385254,7,305,0,0,605,69,2,120.0095
31,8.399993896,9.632385254,7,310,0,0,500,69,3,125.4492
32,8,9.632385254,5.5,305,0,0,345,71,4,139.6624
33,7.599998474,9.632385254,4,300,0,0,190,73,4,161.6273
34,7.199996948,9.632385254,4,305,0,0,100,74.5,4,191.5056
35,6.799999237,9.632385254,4,310,0,0,10,76,4,222.5227
36,6.299999237,9.632385254,3.5,295,0,0,5,79,4,234.7529
37,5.799999237,9.632385254,3,280,0,0,0,82,4,242.7462
38,5.699996948,9.632385254,3,285,0,0,0,82.5,4,240.4598
39,5.599998474,9.632385254,3,290,0,0,0,83,4,233.7211
40,5.299999237,9.632385254,3,300,0,0,0,84.5,4,221.9454
41,5,9.632385254,3,310,0,0,0,86,4,207.7516
42,4.899997711,9.632385254,3,305,0,0,0,86.5,4,197.105
43,4.799999237,9.632385254,3,300,0,0,0,87,4,190.1287
44,4.549999237,9.632385254,3.5,310,0,0,0,87,4,177.8252
45,4.299999237,9.632385254,4,320,0,0,0,87,3,162.9304
46,4.199996948,9.632385254,3.5,305,0,0,0,88.5,3,139.2173
47,4.099998474,9.632385254,3,290,0,0,0,90,3,118.9016
48,3.75,9.632385254,3.5,285,0,0,0,91.5,3,103.0647
1,3.399999619,6.15858078,4,280,0,0,0,93,3,106.2595
2,3.399999619,6.15858078,4,280,0,0,0,93,3,84.6412
3,2.799999237,6.15858078,4,270,0,0,0,96,3,75.1133
4,2.949998856,6.15858078,3.5,280,0,0,0,96,3,68.6418
5,3.099998474,6.15858078,3,290,0,0,0,96,3,66.8581
6,3.199998856,6.15858078,2.5,295,0,0,0,95,3,64.485
7,3.299999237,6.15858078,2,300,0,0,0,94,3,61.9517
8,2.949998856,6.15858078,3,290,0,0,0,94.5,3,60.1964
9,2.599998474,6.15858078,4,280,0,0,0,95,3,58.5737
10,2.699998856,6.15858078,4,285,0,0,0,94,3,58.0733
11,2.799999237,6.15858078,4,290,0,0,0,93,3,61.5194
12,2.75,6.15858078,3.5,290,0,0,0,94.5,3,70.8251
13,2.699998856,6.15858078,3,290,0,0,0,96,2,87.1083
14,1.849999428,6.15858078,2,315,0,0,0,96.5,2,109.2892
15,1,6.15858078,1,340,0,0,0,97,1,135.8279
16,1.199999809,6.15858078,1.5,325,0,0,0,98,3,165.8399
17,1.399999619,6.15858078,2,310,0,0,0,99,5,161.3197
18,1.049999237,6.15858078,1.5,255,0,0,30,99.5,5,149.4409
19,0.699999809,6.15858078,1,200,0,0,60,100,5,145.668
20,1.049999237,6.15858078,1,175,0,0,145,100,5,143.3052
21,1.399999619,6.15858078,1,150,0,0,230,100,5,139.4324
22,2.449998856,6.15858078,1,245,0.099999964,0,460,100,5,134.6273
23,3.5,6.15858078,1,340,0.199999928,0,690,100,5,131.874
24,4,6.15858078,1,180,0.099999964,0,805,93,5,132.5989
25,4.5,6.15858078,1,20,0,0,920,86,5,135.6845
26,4.949996948,6.15858078,1.5,25,0,0,930,78.5,6,137.248
27,5.399997711,6.15858078,2,30,0,0,940,71,6,133.5787
28,5.449996948,6.15858078,2,30,0,0,895,69,6,128.212
29,5.5,6.15858078,2,30,0,0,850,67,5,126.0979
30,5.349998474,6.15858078,2,20,0,0,735,68.5,5,129.7399
31,5.199996948,6.15858078,2,10,0,0,620,70,4,134.895
32,4.399997711,6.15858078,1.5,20,0,0,400,68.5,4,148.7093
33,3.599998474,6.15858078,1,30,0,0,180,67,4,169.6961
34,2.599998474,6.15858078,1,195,0,0,95,73.5,4,201.9913
35,1.599999428,6.15858078,1,360,0,0,10,80,4,232.0639
36,1.25,6.15858078,0.5,180,0,0,5,83,3,244.0088
37,0.899999619,6.15858078,0,0,0,0,0,86,2,251.4112
38,0.299999952,6.15858078,0.5,90,0,0,0,88,2,250.2884
39,-0.299999952,6.15858078,1,180,0,0,0,90,2,241.6745
40,-0.649999619,6.15858078,1,180,0,0,0,92.5,2,230.9269
41,-1,6.15858078,1,180,0,0,0,95,2,213.8948
42,-1.449999809,6.15858078,1,165,0,0,0,95.5,2,203.4294
43,-1.899999619,6.15858078,1,150,0,0,0,96,2,195.1699
44,-2,6.15858078,1,155,0,0,0,97,2,184.0407
45,-2.099998474,6.15858078,1,160,0,0,0,98,2,171.549
46,-2.449998856,6.15858078,0.5,80,0,0,0,97.5,2,151.7717
47,-2.799999237,6.15858078,0,0,0,0,0,97,2,132.6584
48,-2.849998474,6.15858078,0.5,95,0,0,0,98,2,117.6894
1,-2.899999619,3.233833313,1,190,0,0,0,99,2,120.3187
2,-2.899999619,3.233833313,1,190,0,0,0,99,2,93.9455
3,-3.399999619,3.233833313,1,180,0,0,0,99,3,82.659
4,-3.299999237,3.233833313,1.5,175,0,0,0,99,3,75.142
5,-3.199998856,3.233833313,2,170,0,0,0,99,2,72.8759
6,-3.349998474,3.233833313,1.5,170,0,0,0,99,2,70.1466
7,-3.5,3.233833313,1,170,0,0,0,99,1,67.8028
8,-3.899999619,3.233833313,1,170,0,0,0,99,2,65.0935
9,-4.299999237,3.233833313,1,170,0,0,0,99,2,62.8047
10,-4.049999237,3.233833313,1.5,175,0,0,0,99,2,61.5443
11,-3.799999237,3.233833313,2,180,0,0,0,99,2,62.7705
12,-4.399997711,3.233833313,1,90,0,0,0,98.5,2,70.345
13,-5,3.233833313,0,0,0,0,0,98,2,76.6937
14,-5.049999237,3.233833313,0,0,0,0,0,98,3,84.6143
15,-5.099998474,3.233833313,0,0,0,0,0,98,3,96.1321
16,-5.25,3.233833313,0.5,20,0,0,0,98,2,122.4086
17,-5.399997711,3.233833313,1,40,0,0,0,98,1,141.8021
18,-4.849998474,3.233833313,0.5,20,0,0,45,98.5,2,158.7088
19,-4.299999237,3.233833313,0,0,0,0,90,99,3,168.0932
20,-3.649999619,3.233833313,0,0,0,0,275,99.5,3,172.9337
21,-3,3.233833313,0,0,0,0,460,100,3,174.56
22,-1.25,3.233833313,0.5,80,0,0,710,100,3,173.7377
23,0.5,3.233833313,1,160,0,0,960,100,3,170.5894
24,1.799999237,3.233833313,2,160,0,0,1035,92,3,170.1825
25,3.099998474,3.233833313,3,160,0,0,1110,84,2,172.233
26,3.799999237,3.233833313,3,160,0.099999964,0,1050,78.5,4,173.2383
27,4.5,3.233833313,3,160,0.199999928,0,990,73,5,169.2489
28,4.799999237,3.233833313,2.5,155,0.099999964,0,940,71.5,5,161.0915
29,5.099998474,3.233833313,2,150,0,0,890,70,5,157.9072
30,5.099998474,3.233833313,2,150,0,0,755,68,4,158.9122
31,5.099998474,3.233833313,2,150,0,0,620,66,3,162.6698
32,4.099998474,3.233833313,2,125,0,0,415,69.5,4,169.8111
33,3.099998474,3.233833313,2,100,0,0,210,73,4,186.3654
34,2.099998474,3.233833313,1.5,120,0,0,115,78,4,213.3059
35,1.099999428,3.233833313,1,140,0,0,20,83,4,242.142
36,0.5,3.233833313,1,125,0,0,10,87,3,255.9628
37,-0.099999964,3.233833313,1,110,0,0,0,91,2,257.4023
38,-0.049999982,3.233833313,1.5,125,0,0,0,90.5,3,251.1794
39,0,3.233833313,2,140,0,0,0,90,3,239.3577
40,-0.049999982,3.233833313,2,140,0,0,0,90.5,3,226.3742
41,-0.099999964,3.233833313,2,140,0,0,0,91,3,213.2083
42,-0.299999952,3.233833313,2,145,0,0,0,91.5,2,205.4095
43,-0.5,3.233833313,2,150,0,0,0,92,1,193.049
44,-0.449999809,3.233833313,2,150,0,0,0,91.5,2,184.9133
45,-0.399999857,3.233833313,2,150,0,0,0,91,3,171.2872
46,-0.399999857,3.233833313,2,155,0,0,0,91,3,154.1612
47,-0.399999857,3.233833313,2,160,0,0,0,91,3,137.3753
48,-0.849999905,3.233833313,1.5,155,0,0,0,93,4,122.9502
1,-1.299999237,2.403081894,1,150,0,0,0,95,5,126.1136
2,-1.299999237,2.403081894,1,150,0,0,0,95,5,99.5845
3,-1.699999809,2.403081894,1,140,0,0,0,96,1,86.1252
4,-1.75,2.403081894,1,130,0,0,0,96.5,1,78.9886
5,-1.799999237,2.403081894,1,120,0,0,0,97,1,76.5085
6,-1.849999428,2.403081894,1,125,0,0,0,98,5,72.6298
7,-1.899999619,2.403081894,1,130,0,0,0,99,8,69.5461
8,-1.949999809,2.403081894,1.5,125,0,0,0,99,6,66.5464
9,-2,2.403081894,2,120,0,0,0,99,3,64.6297
10,-1.799999237,2.403081894,2.5,120,0,0,0,98.5,3,62.8266
11,-1.599999428,2.403081894,3,120,0,0,0,98,3,62.8712
12,-1.5,2.403081894,3,115,0,0,0,97.5,3,68.9289
13,-1.399999619,2.403081894,3,110,0,0,0,97,3,74.2336
14,-1.549999237,2.403081894,2.5,110,0,0,0,95.5,2,78.7651
15,-1.699999809,2.403081894,2,110,0,0,0,94,1,86.5714
16,-1.649999619,2.403081894,2.5,115,0,0,0,94.5,1,109.4636
17,-1.599999428,2.403081894,3,120,0,0,0,95,1,128.5728
18,-1.25,2.403081894,3,120,0,0,25,93.5,4,151.6208
19,-0.899999619,2.403081894,3,120,0,0,50,92,7,167.963
20,-0.099999964,2.403081894,3,120,0,0,200,89.5,6,178.8549
21,0.699999809,2.403081894,3,120,0,0,350,87,4,187.0422
22,1.5,2.403081894,3.5,120,0,0,535,83,4,191.6708
23,2.299999237,2.403081894,4,120,0,0,720,79,4,195.4227
24,3.099998474,2.403081894,4.5,120,0,0,830,76.5,4,197.9252
25,3.899999619,2.403081894,5,120,0,0,940,74,4,203.9594
26,4.449996948,2.403081894,5,125,0,0,960,70,5,205.7895
27,5,2.403081894,5,130,0,0,980,66,5,201.586
28,4.75,2.403081894,5,125,0,0,930,66.5,5,193.3839
29,4.5,2.403081894,5,120,0,0,880,67,5,186.8311
30,4.299999237,2.403081894,4.5,115,0,0,740,69,5,187.6135
31,4.099998474,2.403081894,4,110,0,0,600,71,4,191.854
32,3.549999237,2.403081894,3.5,105,0,0,405,73.5,4,200.8473
33,3,2.403081894,3,100,0,0,210,76,4,219.0142
34,2.049999237,2.403081894,2.5,85,0,0,110,79,4,247.4774
35,1.099999428,2.403081894,2,70,0,0,10,82,4,267.5853
36,1,2.403081894,2,75,0,0,5,82,4,270.3822
37,0.899999619,2.403081894,2,80,0,0,0,82,3,267.1205
38,0.599999905,2.403081894,2,85,0,0,0,84,3,259.8174
39,0.299999952,2.403081894,2,90,0,0,0,86,3,250.9995
40,0.599999905,2.403081894,2.5,95,0,0,0,85.5,2,237.987
41,0.899999619,2.403081894,3,100,0,0,0,85,1,227.0574
42,0.75,2.403081894,3,100,0,0,0,85,2,217.3202
43,0.599999905,2.403081894,3,100,0,0,0,85,3,206.3113
44,0.449999809,2.403081894,3,100,0,0,0,85,2,191.3168
45,0.299999952,2.403081894,3,100,0,0,0,85,1,172.8902
46,0.449999809,2.403081894,3.5,100,0,0,0,84,1,150.3232
47,0.599999905,2.403081894,4,100,0,0,0,83,1,127.3105
48,0.549999714,2.403081894,4,110,0,0,0,84,1,109.2766
1,0.5,1.811832428,4,120,0,0,0,85,1,112.3147
2,0.5,1.811832428,4,120,0,0,0,85,1,85.8204
3,-0.099999964,1.811832428,2,80,0,0,0,86,3,76.6184
4,-1.449999809,1.811832428,2,215,0,0,0,90.5,3,70.7386
5,-2.799999237,1.811832428,2,350,0,0,0,95,2,69.1585
6,-3.349998474,1.811832428,2,345,0,0,0,95.5,2,68.1154
7,-3.899999619,1.811832428,2,340,0,0,0,96,1,66.1514
8,-3.699998856,1.811832428,2,350,0,0,0,97.5,2,63.9824
9,-3.5,1.811832428,2,360,0,0,0,99,3,62.5567
10,-3.699998856,1.811832428,2,360,0,0,0,99,2,62.4283
11,-3.899999619,1.811832428,2,360,0,0,0,99,1,65.6513
12,-4.199996948,1.811832428,2,360,0,0,0,98.5,2,76.9278
13,-4.5,1.811832428,2,360,0,0,0,98,2,96.4134
14,-4.899997711,1.811832428,2,355,0.099999964,0,0,97.5,2,117.5164
15,-5.299999237,1.811832428,2,350,0.199999928,0,0,97,1,139.5912
16,-5.049999237,1.811832428,2,190,0.099999964,0,0,98,2,177.2092
17,-4.799999237,1.811832428,2,30,0,0,0,99,3,174.5633
18,-4.699996948,1.811832428,1.5,195,0,0,45,99,3,162.1528
19,-4.599998474,1.811832428,1,360,0,0,90,99,3,161.0334
20,-3.699998856,1.811832428,1,335,0,0,340,99,3,158.8198
21,-2.799999237,1.811832428,1,310,0,0,590,99,3,153.0437
22,-1.699999809,1.811832428,1.5,320,0,0,765,99,3,149.2116
23,-0.599999905,1.811832428,2,330,0,0,940,99,3,147.2448
24,0.949999809,1.811832428,1.5,230,0,0,1060,94,3,147.6959
25,2.5,1.811832428,1,130,0,0,1180,89,2,151.2262
26,3.899999619,1.811832428,2,140,0,0,1115,75.5,3,152.1609
27,5.299999237,1.811832428,3,150,0,0,1050,62,4,149.4845
28,5.75,1.811832428,2.5,150,0,0,1000,57,5,144.6087
29,6.199996948,1.811832428,2,150,0,0,950,52,5,141.6304
30,5.75,1.811832428,2,135,0,0,810,51.5,4,145.7132
31,5.299999237,1.811832428,2,120,0,0,670,51,3,151.2102
32,4.349998474,1.811832428,2,130,0,0,445,56,4,163.9611
33,3.399999619,1.811832428,2,140,0,0,220,61,4,185.0344
34,1.849999428,1.811832428,1.5,165,0,0,120,67,4,217.1474
35,0.299999952,1.811832428,1,190,0,0,20,73,3,252.2223
36,0.25,1.811832428,1.5,170,0,0,10,78,2,265.7913
37,0.199999928,1.811832428,2,150,0,0,0,83,1,271.0774
38,-0.299999952,1.811832428,1.5,165,0,0,0,85,2,270.0613
39,-0.799999714,1.811832428,1,180,0,0,0,87,2,261.2647
40,-1.149999619,1.811832428,1,210,0,0,0,88.5,2,250.884
41,-1.5,1.811832428,1,240,0,0,0,90,2,230.6574
42,-2.099998474,1.811832428,1.5,185,0,0,0,92,2,219.3345
43,-2.699998856,1.811832428,2,130,0,0,0,94,1,210.9099
44,-2.949998856,1.811832428,1.5,150,0,0,0,95,2,196.5187
45,-3.199998856,1.811832428,1,170,0,0,0,96,2,179.7075
46,-3.25,1.811832428,1,175,0,0,0,95,2,152.5678
47,-3.299999237,1.811832428,1,180,0,0,0,94,2,128.7676
48,-3.899999619,1.811832428,0.5,90,0,0,0,94,2,110.6139
1,-4.5,1.413999557,0,0,0,0,0,94,1,113.7724
2,-4.5,1.413999557,0,0,0,0,0,94,1,87.151
3,-1.899999619,1.413999557,3,160,0,0,0,89,3,78.7563
4,-1.699999809,1.413999557,2.5,165,0,0,0,86,3,72.9796
5,-1.5,1.413999557,2,170,0,0,0,83,3,70.7531
6,-2.199998856,1.413999557,1.5,195,0,0,0,84.5,3,69.6337
7,-2.899999619,1.413999557,1,220,0,0,0,86,2,67.4249
8,-3.099998474,1.413999557,1.5,190,0,0,0,89,3,65.1122
9,-3.299999237,1.413999557,2,160,0,0,0,92,4,64.4274
10,-2.849998474,1.413999557,2,175,0,0,0,89.5,4,63.6491
11,-2.399999619,1.413999557,2,190,0,0,0,87,4,66.9422
12,-2.349998474,1.413999557,2,175,0,0,0,88,6,77.8224
13,-2.299999237,1.413999557,2,160,0,0,0,89,7,98.3552
14,-2.049999237,1.413999557,2,165,0,0,0,88.5,7,119.331
15,-1.799999237,1.413999557,2,170,0,0,0,88,6,143.7361
16,-1.849999428,1.413999557,1.5,165,0,0,0,88.5,4,179.4113
17,-1.899999619,1.413999557,1,160,0,0,0,89,2,175.8295
18,-1.849999428,1.413999557,1.5,155,0,0,25,90,3,163.4257
19,-1.799999237,1.413999557,2,150,0,0,50,91,4,159.789
20,-1.099999428,1.413999557,2,180,0,0,175,90.5,6,156.8214
21,-0.399999857,1.413999557,2,210,0,0,300,90,7,152.2658
22,-0.349999905,1.413999557,2.5,170,0,0,325,88.5,7,150.6556
23,-0.299999952,1.413999557,3,130,0,0,350,87,6,149.6695
24,0.099999964,1.413999557,3,150,0,0,410,86.5,7,149.9662
25,0.5,1.413999557,3,170,0,0,470,86,7,152.7429
26,1.199999809,1.413999557,3,180,0,0,500,85.5,7,155.3442
27,1.899999619,1.413999557,3,190,0,0,530,85,6,154.0705
28,2.149999619,1.413999557,3,185,0,0,545,85.5,5,147.5122
29,2.399999619,1.413999557,3,180,0,0,560,86,4,144.3638
30,3.25,1.413999557,3,190,0,0,590,83,6,147.9689
31,4.099998474,1.413999557,3,200,0,0,620,80,7,152.834
32,3.25,1.413999557,2.5,180,0,0,420,83,7,165.6759
33,2.399999619,1.413999557,2,160,0,0,220,86,6,185.7861
34,2,1.413999557,2.5,175,0,0,120,89,7,218.3302
35,1.599999428,1.413999557,3,190,0,0,20,92,7,252.5565
36,1.099999428,1.413999557,2.5,180,0,0,10,93.5,6,266.501
37,0.599999905,1.413999557,2,170,0,0,0,95,4,273.3265
38,0.449999809,1.413999557,2.5,170,0,0,0,96,5,271.0698
39,0.299999952,1.413999557,3,170,0,0,0,97,6,262.8683
40,0.299999952,1.413999557,3,175,0,0,0,98,4,250.6423
41,0.299999952,1.413999557,3,180,0,0,0,99,1,234.221
42,0.349999905,1.413999557,3,175,0,0,0,98.5,2,221.5535
43,0.399999857,1.413999557,3,170,0,0,0,98,2,213.1796
44,-0.099999964,1.413999557,3,160,0,0,0,98.5,2,199.4525
45,-0.599999905,1.413999557,3,150,0,0,0,99,1,180.3184
46,-0.199999928,1.413999557,3.5,165,0,0,0,99.5,1,153.8143
47,0.199999928,1.413999557,4,180,0,0,0,100,1,129.2151
48,0.349999905,1.413999557,4,180,0,0,0,100,4,110.4681
1,0.5,6.125331879,4,180,0,0,0,100,6,113.6755
2,0.5,6.125331879,4,180,0,0,0,100,6,89.3122
3,1.5,6.125331879,4,180,0.199999928,0,0,99,8,80.4239
4,1.75,6.125331879,4,180,0.099999964,0,0,99,8,74.838
5,2,6.125331879,4,180,0,2,0,99,8,73.1871
6,2.5,6.125331879,4,175,0,2,0,99.5,8,71.4533
